datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2022-02-09 13:00:00,2079850.08296,-2078688.7998,30.0,0.016,63.328
2022-02-09 14:00:00,2080670.85229,-2074796.19524,60.0,0.081,63.347
2022-02-09 15:00:00,2081530.3682,-2071021.36924,60.0,0.145,63.365
2022-02-09 16:00:00,2082546.17825,-2067408.16438,60.0,0.209,63.381
2022-02-09 17:00:00,2084160.31619,-2064321.28731,60.0,0.274,63.39
2022-02-09 18:00:00,2086140.96182,-2062319.68623,60.0,0.329,63.39
2022-02-09 19:00:00,2087661.45826,-2060942.97717,90.0,0.369,63.389
2022-02-09 20:00:00,2089116.98659,-2059467.29524,90.0,0.40948,63.389
2022-02-09 21:00:00,2090726.1473,-2057996.65787,90.0,0.452,63.388
2022-02-09 22:00:00,2092478.40556,-2056703.57697,60.0,0.494,63.385
2022-02-09 23:00:00,2094148.42443,-2055329.07608,60.0,0.536,63.383
2022-02-10 00:00:00,2095899.08287,-2054033.13369,90.0,0.578,63.38
2022-02-10 01:00:00,2097800.69428,-2052710.59386,90.0,0.62242,63.3762
2022-02-10 02:00:00,2099786.25808,-2051529.63368,90.0,0.666,63.371
2022-02-10 03:00:00,2101754.17507,-2050657.94565,60.0,0.705,63.364
2022-02-10 04:00:00,2103660.54939,-2050011.08421,60.0,0.74,63.356
2022-02-10 05:00:00,2105669.28726,-2049748.57904,60.0,0.771,63.345
2022-02-10 06:00:00,2107514.68475,-2049325.34722,60.0,0.802,63.336
2022-02-10 07:00:00,2109749.02424,-2048992.12375,60.0,0.837,63.324
2022-02-10 08:00:00,2112193.91215,-2048932.35562,60.0,0.871,63.309
2022-02-10 09:00:00,2114588.98463,-2049250.85214,60.0,0.899,63.292
2022-02-10 10:00:00,2116806.10069,-2049752.32247,90.0,0.922,63.275
2022-02-10 11:00:00,2118841.28052,-2050373.89077,90.0,0.94083,63.25841
2022-02-10 12:00:00,2120817.5481,-2050698.10948,90.0,0.963,63.244
2022-02-10 13:00:00,2122819.87601,-2050269.75065,60.0,0.996,63.234
2022-02-10 14:00:00,2124815.53387,-2049188.83614,60.0,1.038,63.228
2022-02-10 15:00:00,2127057.59507,-2048343.81008,60.0,1.08,63.219
2022-02-10 16:00:00,2129238.9728,-2047724.45427,60.0,1.118,63.209
2022-02-10 17:00:00,2131335.14329,-2047521.80777,60.0,1.149,63.197
2022-02-10 18:00:00,2133349.33681,-2047238.43669,60.0,1.18,63.186
2022-02-10 19:00:00,2136216.05185,-2047055.07971,60.0,1.221,63.169
2022-02-10 20:00:00,2139108.3063,-2046677.76505,60.0,1.265,63.153
2022-02-10 21:00:00,2141454.37577,-2046704.29853,60.0,1.296,63.138
2022-02-10 22:00:00,2143385.8199,-2046833.02491,60.0,1.32,63.125
2022-02-10 23:00:00,2145210.62208,-2047072.87153,60.0,1.341,63.112
2022-02-11 00:00:00,2147118.65219,-2047390.57547,60.0,1.362,63.098
2022-02-11 01:00:00,2148743.30914,-2047508.19983,60.0,1.382,63.087
2022-02-11 02:00:00,2150165.18649,-2048004.03345,60.0,1.394,63.075
2022-02-11 03:00:00,2151446.31776,-2048150.31904,60.0,1.409,63.066
2022-02-11 04:00:00,2152633.57842,-2048063.3804,60.0,1.426,63.059
2022-02-11 05:00:00,2153988.34013,-2047634.02491,60.0,1.45,63.053
2022-02-11 06:00:00,2154953.02573,-2046618.7545,60.0,1.477,63.053
2022-02-11 07:00:00,2155382.87071,-2045667.97208,60.0,1.496,63.056
2022-02-11 08:00:00,2155800.76373,-2044563.22439,60.0,1.517,63.06
2022-02-11 09:00:00,2156965.61386,-2043666.68619,60.0,1.545,63.058
2022-02-11 10:00:00,2158960.81975,-2043055.77908,90.0,1.58,63.049
2022-02-11 11:00:00,2161641.99903,-2043069.79392,90.0,1.6153,63.03187
2022-02-11 12:00:00,2164364.67828,-2043163.07064,90.0,1.65,63.014
2022-02-11 13:00:00,2166634.32152,-2042589.81451,60.0,1.688,63.003
2022-02-11 14:00:00,2168844.2822,-2041244.11909,60.0,1.736,62.997
2022-02-11 15:00:00,2170804.28402,-2040161.39447,60.0,1.777,62.991
2022-02-11 16:00:00,2172454.76801,-2039072.10951,60.0,1.814,62.987
2022-02-11 17:00:00,2173973.48872,-2037787.21817,60.0,1.852,62.985
2022-02-11 18:00:00,2175540.93153,-2037117.54522,60.0,1.882,62.979
2022-02-11 19:00:00,2177252.15008,-2036795.13112,60.0,1.909,62.97
2022-02-11 20:00:00,2178689.8708,-2036429.5068,60.0,1.933,62.963
2022-02-11 21:00:00,2179220.94773,-2035358.65437,60.0,1.955,62.966
2022-02-11 22:00:00,2180146.55126,-2034869.94777,60.0,1.974,62.963
2022-02-11 23:00:00,2180798.32255,-2034339.05473,60.0,1.99,62.962
2022-02-12 00:00:00,2181414.4707,-2033846.02984,60.0,2.005,62.961
2022-02-12 01:00:00,2181885.99762,-2033004.71782,60.0,2.023,62.963
2022-02-12 02:00:00,2182430.89161,-2032587.54217,60.0,2.036,62.962
2022-02-12 03:00:00,2182273.5308,-2032085.38888,60.0,2.041,62.966
2022-02-12 04:00:00,2182128.87196,-2031737.36958,60.0,2.044,62.969
2022-02-12 05:00:00,2181629.60814,-2031770.17098,60.0,2.037,62.972
2022-02-12 06:00:00,2181185.69826,-2031072.42301,60.0,2.041,62.979
2022-02-12 07:00:00,2180609.79194,-2030180.88377,60.0,2.046,62.988
2022-02-12 08:00:00,2179937.23406,-2029057.59749,60.0,2.053,62.999
2022-02-12 09:00:00,2179312.77212,-2028050.46149,60.0,2.059,63.009
2022-02-12 10:00:00,2178714.01978,-2027351.36001,60.0,2.061,63.017
2022-02-12 11:00:00,2178485.3888,-2026925.79117,60.0,2.064,63.021
2022-02-12 12:00:00,2178433.56186,-2026310.16039,60.0,2.072,63.025
2022-02-12 13:00:00,2178214.1849,-2025538.89787,60.0,2.08,63.031
2022-02-12 14:00:00,2177840.24956,-2024765.9383,60.0,2.086,63.038
2022-02-12 15:00:00,2177051.47037,-2024103.44113,60.0,2.085,63.047
2022-02-12 16:00:00,2176236.57038,-2023133.35531,60.0,2.088,63.058
2022-02-12 17:00:00,2175562.78395,-2022011.52036,60.0,2.095,63.069
2022-02-12 18:00:00,2175148.87733,-2020777.90604,60.0,2.107,63.079
2022-02-12 19:00:00,2175056.32501,-2019701.97365,60.0,2.121,63.086
2022-02-12 20:00:00,2174963.39334,-2018626.22252,60.0,2.135,63.093
2022-02-12 21:00:00,2174407.4699,-2017545.20092,60.0,2.143,63.103
2022-02-12 22:00:00,2173886.51434,-2016426.46406,60.0,2.152,63.113
2022-02-12 23:00:00,2173651.84837,-2015503.12976,60.0,2.162,63.12
